,country,co2_gdp_2019_1,co2_gdp_2019_1_ci,co2_gdp_2020_1,co2_gdp_2020_1_ci,co2_gdp_2021_1,co2_gdp_2021_1_ci,co2_gdp_2019_2,co2_gdp_2019_2_ci,co2_gdp_2020_2,co2_gdp_2020_2_ci,co2_gdp_2021_2,co2_gdp_2021_2_ci,co2,gdp,co2_2019_1,co2_2019_1_ci,co2_2020_1,co2_2020_1_ci,co2_2021_1,co2_2021_1_ci,co2_2019_2,co2_2019_2_ci,co2_2020_2,co2_2020_2_ci,co2_2021_2,co2_2021_2_ci,imf region,gdp_2019,gdp_2020,gdp_2021,co2_change_2020_1,co2_change_2020_2,co2_change_2021_1,co2_change_2021_2
35,Comoros,0.18846586936298612,0.021603092383554567,0.15528685138735945,0.05400560277275013,0.20503528664101006,0.03124093916902776,0.18697427618502438,0.023507320175279928,0.19077134058430634,0.026922689770275066,0.1945684049835883,0.030426543251198368,0.21841471963140746,1166392911.0209808,0.22663983686821942,0.025978822320490983,0.1837525266330934,0.06390538460388817,0.25256779598248075,0.0384834009775071,0.22484611986434164,0.028268753529442945,0.22574168726047197,0.03185789540356204,0.23967441906998344,0.0374802069156799,Sub-Saharan Africa,1202551091.2626312,1183310273.802429,1231825995.0283284,-18.92,0.4,37.45,6.17
36,Congo,0.24964581629722987,0.0522910673440502,0.2595763772306468,0.041871257789305893,0.26390154763302687,0.07529270895915921,0.2527157539735043,0.03148115375007038,0.26067553137017896,0.036055038588150345,0.2686353087668536,0.040747421613029494,3.231104845728162,13906481140.137337,3.5793173759692167,0.7497274688140336,3.662150446477698,0.5907272728112698,3.8758207322795295,1.1057951156057448,3.6233328593080163,0.45136362509286615,3.6776575117421877,0.5086710010828221,3.9453436650122233,0.5984417404566598,Sub-Saharan Africa,14337582055.481592,14108180742.593887,14686616153.040236,2.31,1.5,5.83,7.28
37,Costa Rica,0.16266057536922005,0.012921760109544711,0.17463646860596346,0.025201423906602766,0.13985342044633964,0.011247267088472401,0.15053728766510943,0.011977126233152086,0.14528816985378334,0.013717278341859929,0.14003905204245726,0.015502513542276442,8.058536622431053,49443189208.0799,8.050500062280163,0.6395319230276361,8.193771179593949,1.1824259992142345,6.837379765159509,0.5498745483566644,7.450486640494055,0.5927795058333106,6.816777895171139,0.6436011953127758,6.846455222270377,0.7579119056565516,Latin America,49492632397.28798,46919015512.62901,48889614164.159424,1.78,-8.51,-16.55,0.44
38,Côte d'Ivoire,0.17858166237714868,0.09889377331100871,0.13686247226966144,0.1440551827953109,0.16310082493822417,0.11852849920301048,0.2274151048817039,0.07763255942499017,0.22169576845226224,0.08891176441596332,0.2159764320228188,0.10048318606459528,8.39058741644588,42430786915.0256,7.81225863761677,4.326220981882306,5.89140977103149,6.201028648787255,7.308726947993068,5.311392119312292,9.948533314045083,3.3961249148153443,9.543161063776267,3.827313864444719,9.678140925739916,4.502761835132783,Sub-Saharan Africa,43746141309.39139,43046203048.44112,44811097373.42721,-24.59,-4.07,24.06,1.41
39,Croatia,0.27135506311293356,0.016431595650814423,0.26202324943656297,0.04509727964016408,0.25432147795119203,0.015512030658023479,0.27166365749311083,0.009574058535959495,0.2630840203878151,0.010965069854178056,0.2545043832825158,0.012392118878822328,18.600073622531216,64978946241.65602,17.843954451117487,1.080520263704406,15.938033581757415,2.743122829353567,16.196628830888198,0.9878937673898772,17.86424721440918,0.6295775817416509,16.002556875319968,0.666970018645297,16.20827727594485,0.78920015535238,EU,65758693596.555885,60826791576.81421,63685650780.92447,-10.68,-10.42,1.62,1.29
40,Cuba,0.33389757715608437,0.06419116005212533,0.3018006987271099,0.16411670016388766,0.3218982582436352,0.07888851376031958,0.3408358773419131,0.0449466480930617,0.32743329045076663,0.05147692947572069,0.31403070355962015,0.05817639450214418,28.616817843408636,77290916752.7022,25.83305708973977,4.96635500145605,22.135590618942537,12.037149363409444,24.601252533524864,6.029098323182515,26.36986093938999,3.4774416037099067,24.015614619186486,3.775578525830543,23.999970312680176,4.446163146226081,Latin America,77368207669.4549,73345060870.64323,76425553427.21027,-14.31,-8.93,11.14,-0.07
41,Cyprus,0.264780868207119,0.01867661558082609,0.24360655897455022,0.036427888384742924,0.25912582793457184,0.021693041628795845,0.2714070250460878,0.018009366431267493,0.2668688873611895,0.020625940420859024,0.26233074967628944,0.023310303452883846,7.490620847028801,27414091210.393745,7.345831594258772,0.5181464723506382,6.251512097081778,0.9348245214208549,6.9623120280290305,0.5828586284144365,7.5296614630321335,0.4996349389560284,6.848477662900378,0.5293097057709314,7.048423340703299,0.6263119635762372,EU,27743060304.918476,25662330782.049587,26868460328.80592,-14.9,-9.05,11.37,2.92
42,Czech Republic,0.40581907783265075,0.014365554406404468,0.38806992642732063,0.03464061656794082,0.37204321210812324,0.014370290887521231,0.4061502099822434,0.00962968874193787,0.3891726400030464,0.011028782551593397,0.37219507002385654,0.012464123465290522,105.94511361854043,248204259550.44434,101.934736009596,3.6083788960069234,90.16572184403073,8.048539670995705,90.5047853224796,3.495776967484946,102.01791068051901,2.418811321060666,90.42193073519084,2.562471534396285,90.5417269131757,3.0320747207481946,EU,251182710665.04968,232344007365.17093,243264175711.33395,-11.55,-11.37,0.38,0.13
43,Democratic Republic of the Congo,0.04704066094675311,0.03449140360023366,-0.0049488137402453405,0.057152576659809884,0.0518820882259967,0.04078562146937271,0.07131257948163672,0.0496934646301977,0.06726864965682466,0.05691340917952448,0.06322471983201439,0.06432040486113037,2.0369201534822574,35202556672.491165,1.707286030409093,1.2518253432394717,-0.17673765099038669,2.0410976603863933,1.928839749690906,1.516302265307703,2.588207059404426,1.8035664520487757,2.4023743364916124,2.0325562399819073,2.350528996517035,2.391263687613011,Sub-Saharan Africa,36293835929.33839,35713134554.46897,37177373071.20219,-110.35,-7.18,-1191.36,-2.16
44,Denmark,0.08119662505387241,0.012685764687702966,0.07449498558036968,0.03638776030300036,0.06694363531248859,0.012951039272815615,0.08108725109931036,0.009119020005987397,0.07401135021962091,0.010443918949491829,0.06693544933993323,0.011803142789239107,34.8097114601138,370302958452.2436,30.42815867947196,4.753947108414436,25.822986454405992,12.613475042515569,24.296034819161456,4.700355749248574,30.387171162532585,3.417321687439157,25.655338803061543,3.6202863248114907,24.293063861977767,4.283746570443417,EU,374746593953.67053,346640599407.14526,362932707579.28107,-15.13,-15.57,-5.91,-5.31
45,Dominica,0.38369740516143364,0.02042046028207517,0.3969205468663656,0.02751841473549871,0.3903234862153091,0.03042105424265923,0.38454891783189993,0.019829568765928507,0.3906827374434041,0.02271059925944202,0.3968165570549065,0.025666270217608422,0.18240748964254194,479482558.8481068,0.18416018986383315,0.00980104580345444,0.18060044256092772,0.012520989198071061,0.18505790112180887,0.014423053305467252,0.18456888362343404,0.009517440305114639,0.17776221422709232,0.010333413851865942,0.18813635810389343,0.01216874275783591,Latin America,479962041.4069549,455004015.2537932,474114183.89445245,-1.93,-3.69,2.47,5.84
46,Dominican Republic,0.3097281983300896,0.02305773833792185,0.308492475571173,0.03796235559153821,0.2847540967921608,0.01856089583528897,0.298760425410709,0.012028944922074847,0.2888451083857504,0.0137766257483104,0.2789297913607882,0.015569584716945861,24.857295127214112,81804979065.8499,25.36264608927688,1.888124039841581,23.94786097679603,2.9469672230242385,23.033495625275304,1.5013737039764643,24.464530436773888,0.9850116151221288,22.422661968147885,1.0694611514885046,22.562372943687667,1.2594093131762047,Latin America,81886784044.91574,77628671274.58012,80889075468.11249,-5.58,-8.35,-3.82,0.62
47,Ecuador,0.4661386550488312,0.05909057085143116,0.49365785016204455,0.09189914524903348,0.4271510229522729,0.08951054638686373,0.4619163058474003,0.05997000679212833,0.4580183735571124,0.06868302623815242,0.4541204412668245,0.07762177874095977,41.91537379091615,88583953594.84076,41.33369739259475,5.239710862582022,41.49765175333604,7.725186026560325,37.41507705214666,7.840421326623991,40.95929097448826,5.317692679054937,38.50174155290639,5.773602715444533,39.77738642300182,6.799058591607748,Latin America,88672537548.4356,84061565595.91693,87592151350.94545,0.4,-6.0,-9.84,3.31
48,Egypt,0.8736882643769106,0.05286581401413171,0.9019764827927987,0.101655700524791,0.8242831278281064,0.04419786767330558,0.8427894602861912,0.03707481449770389,0.8306904410479632,0.04246140017537903,0.8185914218097317,0.047987539134000556,238.8157157736921,286148648493.9918,253.00477264919257,15.309011006458665,253.88304051801902,28.613449272326385,241.29494633434615,12.938178337367102,244.0570218061849,10.736214958423624,233.81786435218896,11.951785425489854,239.6287956491158,14.047540570878557,Middle East Central Asia,289582432275.91974,281474124172.194,292733089139.0817,0.35,-4.2,-4.96,2.49
49,El Salvador,0.30964207104868413,0.03367631754312411,0.310935984310104,0.07330705399869708,0.30003067331777367,0.030150889125092117,0.3070762062350747,0.0210843560686641,0.30379713117652063,0.024147694131525177,0.30051805611796656,0.027290395802962664,7.130178069605237,22546145804.67675,6.988216516406836,0.7600304366573616,6.652512687011312,1.5684132148802192,6.688798324531818,0.6721753293852764,6.930308303841905,0.47584633708794366,6.499776067776821,0.5166428129200602,6.699663897779001,0.6084043064801309,Latin America,22568691950.481426,21395119969.056393,22293715007.756763,-4.8,-6.21,0.55,3.08
50,Equatorial Guinea,0.4170240502061363,0.12119045300872228,0.40446712838248866,0.11478740672174542,0.4167244415747779,0.15540626041259953,0.39072964383496966,0.0832072672019426,0.3870442204856275,0.09529641936230654,0.3833587971362844,0.10769877193364169,5.687397498058596,13423519536.021189,5.7714663299656666,1.6772332883616383,5.5081200168033755,1.563199499473515,5.907719486249339,2.203126338007003,5.407560984548277,1.1515593425057622,5.27085112397293,1.297767057408008,5.434709390955507,1.5267982151301958,Sub-Saharan Africa,13839648641.637846,13618214263.371641,14176561048.169874,-4.56,-2.53,7.25,3.11
51,Estonia,0.641703476842296,0.09758279956143245,0.5229923412475957,0.15926941443959386,0.6196291726063863,0.11525826339931144,0.7056820482101429,0.11733505991957183,0.6870946686417625,0.13438262608590112,0.6685072890733821,0.15187185306169226,19.559059836313303,26357091197.816658,17.116398305821484,2.6028627323474853,12.903723652328491,3.9296340464453103,16.006569426896423,2.9774088707997977,18.82292281455283,3.1297222055014537,16.952599546661673,3.315605476267822,17.26921327788549,3.9232293563550886,EU,26673376292.190456,24672873070.276176,25832498104.579155,-24.61,-9.94,24.05,1.87
52,Ethiopia,0.2637498752060887,0.07030212778852879,0.2677359510554045,0.12051932248570368,0.2716777650505169,0.06126600937666277,0.263727403277608,0.029831636622644875,0.26769458718490213,0.034165863745597935,0.27166177109219625,0.03861238010918516,14.935499084831338,62291386041.40302,16.938654998974208,4.514972708037119,16.91953602545146,7.616201748482758,17.87255258503808,4.030436477038289,16.937211797367386,1.9158598668943767,16.91692204143341,2.1591069865872665,17.871500408901856,2.5401482296741134,Sub-Saharan Africa,64222419008.686516,63194860304.54753,65785849577.03396,-0.11,-0.12,5.63,5.64
53,Fiji,0.5806831839678631,0.08340543389045563,0.5464706614285677,0.15531645427901036,0.6666555428368798,0.11896530933969351,0.5817994753238054,0.08407698138494507,0.6110347480290841,0.09629249398824946,0.6402700207343557,0.10882448069297368,2.1250758419401024,4236472821.984464,2.5953511960517357,0.3727788208462877,2.4668634414468453,0.7011254399539694,3.2651977653547424,0.5826776157259813,2.6003404366320986,0.3757802881543632,2.7583169376855294,0.43468103572913036,3.1359646872942775,0.5330090704151432,Emerging Developing Asia,4469478827.193609,4514173615.465547,4897878372.780116,-4.95,6.08,32.36,13.69
54,Finland,0.14940505146093377,0.01831629325579459,0.11937360196991482,0.03839108087538971,0.13775122624606392,0.022242809034104277,0.1545241238725943,0.019319746033310436,0.14595754469953803,0.022126704576180795,0.13739096552648533,0.025006384560345374,46.989078940482344,268999878034.6203,40.67221990819632,4.986205619677344,30.05956051918798,9.667288244026174,36.31754502272221,5.864225245334078,42.06577412083604,5.259373438539791,36.753684028346484,5.5717428671166935,36.22256376368178,6.592830582165495,EU,272227876571.03577,251810785828.20813,263645892762.13382,-26.09,-12.63,20.82,-1.45
55,France,0.11052024128788744,0.006739246064555948,0.10707871314254525,0.024684827609739862,0.10328938776278448,0.009234143158079813,0.11050206047825029,0.005682691658816366,0.10691163536836967,0.006508327765554753,0.10332121025848995,0.007355354087627455,337.91341149096337,2924903217200.606,327.14014142043396,19.948182205674932,293.1817202074706,67.58710493666634,296.0984474970787,26.47140729842095,327.0863261865317,16.82077899261381,292.7242609440592,17.81981379846484,296.18967266336114,21.085505232537447,EU,2960002055807.0127,2738001901621.4873,2866687990997.696,-10.38,-10.51,0.99,1.18
56,Gabon,0.27132225708976493,0.010467962277126042,0.2567185608918474,0.01237421318826637,0.2631811272964629,0.014734060892301226,0.2677466931322954,0.01190928292003307,0.2617995191263027,0.013639578099579885,0.2558523451203101,0.015414701001875641,5.358288770070198,19163459135.07634,5.360656648747855,0.20682104071230759,4.9909697562666935,0.24057210186003025,5.326392189655167,0.29819534426666183,5.290012349576736,0.23529797131966596,5.089750727899298,0.2651725747711707,5.178068605271505,0.3119704815678992,Sub-Saharan Africa,19757526368.263706,19441405946.371487,20238503590.172714,-6.9,-3.79,6.72,1.74
57,Gambia,0.3627106184763866,0.021486860597455304,0.3823873160389425,0.02789145094739187,0.37853062020621414,0.02769510113271728,0.36071669452462274,0.025963740531640356,0.3692936115963228,0.029736002504602066,0.3778705286680193,0.03360599457348212,0.610631759468538,1793011213.9637496,0.6705048767487968,0.0397204936462407,0.6955690470474694,0.05073502478380547,0.7167843512910627,0.052443353429481004,0.666818919775329,0.047996429545496246,0.6717513754368695,0.05409029551341292,0.7155344041012159,0.06363620202434792,Sub-Saharan Africa,1848594561.596626,1819017048.6110797,1893596747.6041338,3.74,0.74,3.05,6.52
58,Georgia,0.6352767887568598,0.05359609509750729,0.6412227677994253,0.07900509972369363,0.6586258178758506,0.05957765970026785,0.6394389988420848,0.0415726881204328,0.6498469876356694,0.047612768143691864,0.660254976429254,0.05380933189056236,10.559834257255519,17615181070.68563,11.32480185192326,0.9554341788621687,11.110735873115916,1.3689545033961124,11.868777254770592,1.0736201848623717,11.398999753240398,0.741098153982604,11.260171347843423,0.8250064058828667,11.898135532958667,0.9696719398228821,Middle East Central Asia,17826563243.53386,17327419472.714912,18020516251.62351,-1.89,-1.22,6.82,5.67
59,Germany,0.19286766191586754,0.008879131534373114,0.18481594540021154,0.019547456541570946,0.1832702530585454,0.011008204879257855,0.19343459045852818,0.007786719593844249,0.18818604154411567,0.008918049117892735,0.18293749262970493,0.010078688627220278,759.0019458216713,3937238459204.2876,768.4783677443475,35.37876925940501,681.1666898700727,72.04506212365882,707.2168916540072,42.47928022946664,770.7372862004729,31.02606991819425,693.5876810887472,32.868798114682384,705.9328109468406,38.892393740594365,EU,3984485320714.7397,3685648921661.1333,3858874420979.207,-11.36,-10.01,3.82,1.78
60,Ghana,0.3699162255432299,0.040080103055523675,0.3736937678906352,0.05555752851649948,0.38778748282923875,0.050895751465131644,0.3712951078945359,0.03626413812275475,0.37934834066417267,0.04153294093866666,0.38740157343380943,0.04693824556920362,18.29842547764805,53791055539.65864,20.51502794444649,2.2227855320292584,20.39293267119808,3.031843278549719,22.02968799744659,2.8913195366498217,20.591498799239638,2.0111575421625805,20.701509724826888,2.2665041297850905,22.00776500108125,2.6664989222780564,Sub-Saharan Africa,55458578261.38804,54571241009.20584,56808661890.58328,-0.6,0.53,8.03,6.31
61,Greece,0.2991676502365016,0.022582457240744702,0.3408962069268584,0.058866078075365647,0.2808079034129616,0.026823023810753355,0.28933174882208945,0.025931433045752572,0.2835315460059107,0.029699001076418208,0.27773134318973014,0.03356417759441724,73.88681813094635,252723303503.255,76.51391651150394,5.775598553443226,80.64727621159926,13.926200296667323,69.5542294603264,6.643882633920277,73.99832587514076,6.632119152982817,67.07627260383836,7.02601992732755,68.7921861805101,8.313621097110065,EU,255755983145.29407,236574284409.3971,247693275776.63864,5.4,-9.35,-13.76,2.56
62,Greenland,0.17145552487662724,0.03400775011449733,0.17794429496280945,0.0632969720653438,0.14765581390497487,0.04529403234041729,0.1698787579502401,0.03212675699985254,0.1608524783528189,0.03679444128820286,0.1518261987553977,0.04158305387805414,0.5113779234485373,2762593126.011273,0.4817141059663192,0.09554671950127552,0.47694722161042913,0.1696559868313186,0.4135738747389039,0.12686549863611205,0.4772840890811335,0.09026196173565723,0.4311357251187112,0.09862078774025419,0.42525483857045193,0.11647130079748269,Other Advanced,2809557209.153465,2680317577.532405,2800931868.521363,-0.99,-9.67,-13.29,-1.36
63,Grenada,0.26939354168255353,0.09346240460142705,0.2652497337416776,0.15227475256375128,0.2501205130036675,0.08941634969941059,0.2635512259110726,0.048378695928430276,0.25465614268226133,0.055407618233920264,0.24576105945345006,0.06261864275181517,0.2705902105785533,1013822359.2520028,0.27339031319185503,0.09484902980991838,0.2551874055616882,0.14649816416832095,0.2507386652352485,0.08963733483750563,0.2674613197625581,0.04909645104734013,0.24499568555541404,0.05330571362321011,0.24636843765491184,0.06277339956600354,Latin America,1014836181.6112548,962064700.1674694,1002471417.5745031,-6.66,-8.4,-1.74,0.56
64,Guatemala,0.365400941120483,0.04284693854541044,0.423997575703904,0.09472305958309218,0.3433447748299823,0.02662940126037744,0.3297020793223915,0.024608448376394476,0.3368618931076739,0.0281838004684008,0.3440217068929581,0.031851781202151264,18.365043689293223,54502509173.2779,19.935183413488843,2.337600926779225,21.929174575076406,4.89908110072212,18.50363584966978,1.4351193900089414,17.987560193320157,1.34256340555795,17.42251296929029,1.4576674869770734,18.540117268076308,1.716565399370969,Latin America,54557011682.45118,51720047074.963715,53892289052.112175,10.0,-3.14,-15.62,6.41
65,Guinea,0.22443945964710416,0.06399450794062347,0.18531277362659218,0.10278686865208579,0.20615860085851584,0.07479541226221342,0.26142682920329996,0.044288241593278016,0.25371966774914156,0.050722863346254615,0.2460125062949814,0.05732419043560594,3.179346970927689,11133508514.773638,2.576261392718227,0.7345703844264067,2.0931057252678418,1.1609765427803274,2.424030036558062,0.8794507004089384,3.0008263616218946,0.5083691038444892,2.8657608365890646,0.572914179601858,2.892635583209193,0.6740226158822581,Sub-Saharan Africa,11478647278.731617,11294988922.271914,11758083468.085062,-18.75,-4.5,15.81,0.94
66,Guinea-Bissau,0.2889145673762,0.012608545669593518,0.2955216376480467,0.019567807000401227,0.28988881485366835,0.015744776848480913,0.2867866514673434,0.012291696409374109,0.2876826578979468,0.014077552299144036,0.2885786643285504,0.01590967535398491,0.3395831210603673,1165969815.4279494,0.3473085004068141,0.015156920360873741,0.3495669425655957,0.02314638792706734,0.3569630465853807,0.01938779015836731,0.344750501030014,0.014776031150540082,0.34029436203347385,0.0166520697272252,0.3553497545266042,0.019590842742275374,Sub-Saharan Africa,1202114879.706216,1182881041.6309164,1231379164.3377838,0.65,-1.29,2.12,4.42
67,Guyana,0.7586149939725443,0.1012011793073132,0.7235251627428058,0.24241168850366568,0.8029333155432996,0.07964573661166474,0.7819310586248402,0.049444512867429014,0.786881877721088,0.05662828730993008,0.7918326968173357,0.06399817580557332,2.4308746790025113,3109960225.0496254,2.3616217198382548,0.3150463740162331,2.1352606125842426,0.715403080840625,2.4691327880481797,0.24492183334433545,2.4342062655452543,0.15392423883302328,2.322238350197415,0.16712086555859057,2.4349968254055625,0.19680338478655554,Latin America,3113070185.2746754,2951190535.640392,3075140538.137289,-9.58,-4.6,15.64,4.86
68,Haiti,0.39256238921276226,0.0343993055275425,0.4193844912649067,0.0601493841512325,0.3947572088356841,0.04591472640205285,0.38695661025141703,0.032621975410601634,0.3954655486128402,0.03736160979323605,0.4039744869742634,0.042224036528611175,2.999204962605621,8123218871.198414,3.192059078384023,0.2797125209052706,3.2328305099260386,0.4636622676505673,3.1707964139862375,0.36879947108296646,3.1464765719680097,0.26526044171744095,3.0484510462564387,0.2880024286907434,3.2448320789832668,0.3391548542047595,Latin America,8131342090.0696125,7708512301.385991,8032269818.044203,1.28,-3.12,-1.92,6.44
69,Honduras,0.4605065092043959,0.055060667770922056,0.4359659192890081,0.10263363358953231,0.46327144417655186,0.042718806302261825,0.4785904352412995,0.029620535950643345,0.4740824792306064,0.03392409233722832,0.4695745232199151,0.03833914336057892,9.915482288457218,21277776112.066383,9.808352955401373,1.172740129971959,8.802807204711854,2.0723273293497337,9.74702096012258,0.8987842994719107,10.193523470571217,0.6308893914094796,9.572437842400081,0.6849784151166627,9.879634882956031,0.8066381786016013,Latin America,21299053888.178444,20191503085.993164,21039546215.60488,-10.25,-6.09,10.73,3.21
70,Hong Kong,0.14918986698229653,0.007553797615048874,0.15340149646743717,0.014507655303770545,0.13735333624727433,0.009323847914996408,0.14697225990123286,0.008300180929417617,0.14275818425601905,0.009506111055352345,0.13854410861080702,0.01074328388598772,43.14442233687431,288963083223.97314,43.84324013611147,2.2198757159256224,43.00721167521711,4.067325397264228,40.24085441615574,2.7316381006594823,43.1915398447361,2.4392194525169195,40.02328262796008,2.6651065327282724,40.589718875024325,3.147494881588963,Other Advanced,293875455638.7807,280357184679.3967,292973257989.96954,-1.91,-7.34,-6.43,1.42
71,Hungary,0.2927057151202713,0.040823977069314954,0.2954077498436351,0.09266400727838983,0.26906790004057696,0.039835527246174535,0.2851262114302031,0.02386764308275363,0.2744603019259664,0.027335363855716305,0.2637943924217261,0.03089292480579056,49.85684515269671,162628263153.8267,48.173448729991016,6.718802075644111,44.971787890306395,14.106827199338433,42.88711575194163,6.3494414153032395,46.926015511059,3.928131980205153,41.78282556587421,4.161435121029573,42.046563862867174,4.924067277672903,EU,164579802311.67264,152236317138.29718,159391424043.79715,-6.65,-10.96,-4.64,0.63
72,Iceland,0.19003744090363914,0.01127640469525834,0.18276299306159174,0.020870686986121878,0.17428298870835457,0.011979793524913268,0.1895071345831454,0.005832652504271119,0.18164765933283533,0.006680076365138704,0.1737881840825235,0.007549454908844344,3.630610485382656,18422326336.907425,3.5604475923510783,0.2112691465255367,3.2666459039269795,0.37303582641799493,3.255255551058277,0.22375843828202904,3.550512035162809,0.10927769531680173,3.2467107940039006,0.11939749798661851,3.2460135962532597,0.14100862729984642,Other Advanced,18735505884.63485,17873672613.941647,18677987881.56902,-8.25,-8.56,-0.35,-0.02
73,India,0.9257063681961275,0.0874970004556378,0.9169127964514904,0.13721661303906219,0.8811859267249783,0.06808514619939388,0.9151727073345342,0.04839313230178366,0.8983426293860077,0.05542415206248763,0.8815125514374813,0.06263732837553626,2654.101041559118,2841579538342.42,2740.9479419033246,259.07213297984305,2766.4941334835685,414.00769676043427,2855.443384025372,220.62685566032266,2709.7585528581208,143.28847779593798,2710.4645323663312,167.22483547789076,2856.501796723635,202.9734468952451,India,2960925878952.802,3017183470652.905,3240455047481.2197,0.93,0.03,3.22,5.39
74,Indonesia,0.47475596205439724,0.12489362814499227,0.32645857637978604,0.6419377153902879,0.5326969173114713,0.3800967897919704,0.4785109438842454,0.11515126659718239,0.4669349753949241,0.1318815502634068,0.4553590069056064,0.14904527472432005,614.9164074917915,1146844815417.105,570.6060415266267,150.1088231927186,390.0141870221084,766.9114377792007,686.0428888667082,489.5141894830521,575.1191292794638,138.39954347380467,557.8388132434301,157.5565150702617,586.4419305177576,191.95052105776992,ASEAN-5,1201893366557.1262,1194682006357.7832,1287867202853.6902,-31.65,-3.0,75.9,5.13
75,Iraq,0.942779910742125,0.06837156993629867,0.9523130161978466,0.08208003646408268,0.9681044480381172,0.090223738624994,0.9432799455693193,0.062429466887023555,0.9547772762976017,0.07149982035341551,0.9662746070258841,0.08080516452846298,204.17492221898888,210527582679.90997,200.8629497150135,14.566830558831999,197.21298271783306,16.99782375893441,208.50253334135564,19.431661644528347,200.9694840919196,13.300842248741201,197.72330240915215,14.806783689656964,208.1084369321968,17.4031650669435,Middle East Central Asia,213053913672.06888,207088404089.25095,215371940252.82098,-1.82,-1.62,5.72,5.25
76,Ireland,0.0992158088977359,0.011284264306511069,0.0936076180719401,0.016807523646760192,0.07839945686582826,0.0130512742534942,0.09334608334529548,0.009103961018370313,0.08301160495033955,0.010426672047289948,0.07267712655538361,0.011783651288929484,38.931116366657896,373141461440.05396,37.46579031321898,4.261154397102666,32.696927759432754,5.870829723182655,28.671835023102197,4.773043043880449,35.24926948667866,3.437830103119436,28.99576451320302,3.6420127947228558,26.57909462453601,4.309454672679158,EU,377619158977.33453,349297722054.03455,365714714990.5742,-12.73,-17.74,-12.31,-8.33
77,Israel,0.19496422793226628,0.03141267327808048,0.18707180047247512,0.06143428412088914,0.17193053998895372,0.03080182596644568,0.19334845020007307,0.02166167344818362,0.18275493600956239,0.024808889733235195,0.17216142181905525,0.028037642706771393,64.26378443515883,308674441478.2071,60.90263985520482,9.812644852002277,56.80097291146409,18.653410612249097,54.29174678758152,9.726514766212357,60.397905574698704,6.766641812538603,55.490234997994094,7.532771214806001,54.36465400847742,8.853648679603484,Middle East Central Asia,312378534775.94556,303631935802.21906,315777213234.3078,-6.73,-8.13,-4.42,-2.03
78,Italy,0.15225499406893714,0.005185569808668605,0.1405225160945432,0.014068494170531798,0.1447298752691104,0.006966286997400373,0.15289254691014342,0.005237492428790652,0.14812115058536257,0.005998445708956385,0.1433497542605835,0.006779113430375683,338.0267393176067,2141192550332.5713,329.9193461599541,11.236543084873324,281.6591642566863,28.198472533441375,303.72660692316805,14.619280978714304,331.3008510347168,11.349053528201187,296.889641902961,12.023106703320474,300.8303184389568,14.226483069420116,EU,2166886860936.5627,2004370346366.3198,2098575752645.5374,-14.63,-10.39,7.83,1.33
79,Jamaica,0.5812665352889423,0.047310743755730966,0.5845469817505593,0.11404975140912182,0.5864484233192003,0.04347594614685246,0.5810193218854289,0.030260851000016187,0.5837589068158389,0.03465743851632963,0.5864984917462497,0.03916793087879222,8.190733407679925,14249490164.850893,8.291034529534494,0.6748281318169083,7.904259013696825,1.5421836118043917,8.26302910937954,0.6125739183268727,8.287508341907548,0.4316329004034537,7.893602644575599,0.4686387567410956,8.263734571025813,0.5518741975191013,Latin America,14263739655.015741,13522025192.954924,14089950251.059029,-4.66,-4.75,4.54,4.69
80,Japan,0.1899073527374827,0.01470343055710574,0.17948067156711683,0.02744936796945796,0.1853986625296464,0.018331226320536104,0.19150785899605882,0.01366472437354746,0.18820976949341794,0.015650066973265153,0.18491167999077796,0.01768684495156725,1161.9811245973845,6189778132308.037,1183.7127697929518,91.64804974280885,1060.548602741268,162.19790460976375,1128.3834604722904,111.56851030119837,1193.688895883388,85.1736833961805,1112.1287117752843,92.47601157485599,1125.4195607607153,107.64664123774341,Japan,6233106579234.191,5908985037114.014,6086254588227.434,-10.4,-6.83,6.4,1.2
81,Jordan,0.7718601381077445,0.07022440793404694,0.7135495942956773,0.19345273231653248,0.8097886386475014,0.15439627778452036,0.7764322831074004,0.06552216332214589,0.7721861401367072,0.0750418534756867,0.7679399971660139,0.08480817555417575,24.086409930983944,32523768919.795692,25.405046379460483,2.311369965170527,22.828207303572047,6.18902892254225,26.94341638678152,5.137097512093323,25.555534207546334,2.1566000314027605,24.704134687912717,2.400773542977309,25.55102173113401,2.8217511062835325,Middle East Central Asia,32914054146.833244,31992460630.721916,33272159055.950787,-10.14,-3.33,18.03,3.43
82,Kazakhstan,1.4365066507025746,0.15271980522640893,1.4227663322352604,0.23474319848591851,1.4415222748968872,0.19426855961368727,1.441300852190274,0.13224753238969655,1.4388594581873573,0.1514617260013773,1.4364180641844415,0.17117371244876223,321.7868029532676,204067060294.53674,296.66141357405445,31.53906268172319,285.596752865189,47.120805241040244,300.93616529177797,40.55604022565801,297.65149224135763,27.311213547963572,288.82718108887946,30.403430380159993,299.8705961879259,35.73469624447716,Middle East Central Asia,206515865018.0712,200733420797.5652,208762757629.4678,-3.73,-2.96,5.37,3.82
