,country,co2_gdp_2019_1,co2_gdp_2019_1_ci,co2_gdp_2020_1,co2_gdp_2020_1_ci,co2_gdp_2021_1,co2_gdp_2021_1_ci,co2_gdp_2019_2,co2_gdp_2019_2_ci,co2_gdp_2020_2,co2_gdp_2020_2_ci,co2_gdp_2021_2,co2_gdp_2021_2_ci,co2,gdp,co2_2019_1,co2_2019_1_ci,co2_2020_1,co2_2020_1_ci,co2_2021_1,co2_2021_1_ci,co2_2019_2,co2_2019_2_ci,co2_2020_2,co2_2020_2_ci,co2_2021_2,co2_2021_2_ci,imf region,gdp_2019,gdp_2020,gdp_2021,co2_change_2020_1,co2_change_2020_2,co2_change_2021_1,co2_change_2021_2
10,Azerbaijan,0.6498069862177382,0.03790378111435855,0.6589020766428648,0.03892020754096326,0.6504467061213892,0.06008069262183913,0.6546510527739695,0.03197966365507876,0.6584382961416297,0.03662597680737267,0.66222553950929,0.041392664587219685,36.787994074473445,57357249337.79479,37.71839502589098,2.200145303712118,37.175427343613514,2.1958882798022614,38.16630805446877,3.5253591126695945,37.9995714671649,1.8562767285072044,37.14926072654213,2.066447182301654,38.85745550647998,2.4288003505337095,Middle East Central Asia,58045536329.84832,56420261312.61257,58677071765.11708,-1.44,-2.24,2.67,4.6
11,Bahamas,0.1889258679827848,0.07235543059335152,0.199844642205607,0.13744634925715468,0.17569184656852666,0.09780594000513146,0.1858780697278668,0.06366163967893221,0.18362057722473768,0.0729110150612026,0.18136308472160856,0.08240001917276758,1.8126011734106353,10513014752.920572,1.988166617748652,0.7614343829911069,1.9937109681149623,1.3712066083784193,1.82637105236994,1.0167229786928702,1.956093028182756,0.6699450328968677,1.8318547584974423,0.7273824748044029,1.8853253259812925,0.8565736695878633,Latin America,10523527767.673494,9976304323.75447,10395309105.35216,0.28,-6.35,-8.39,2.92
12,Bahrain,0.9117847844873047,0.0762232659698775,0.8632155239813052,0.16203728444962107,0.8888242490557233,0.07801526172030504,0.9255214482192287,0.054362232775597485,0.9041416713076558,0.06226050087058743,0.8827618943960758,0.07036339380446677,31.058949842416464,33646276595.74468,31.046301011307122,2.595404638931753,28.569525689047193,5.362888215118748,30.593771742310942,2.6853240244326706,31.514034849783293,1.8510357609739703,29.924043286229825,2.0606128245137025,30.385102486408854,2.4219429334372644,Middle East Central Asia,34050031914.893616,33096631021.276592,34420496262.127655,-7.98,-5.05,7.09,1.54
13,Bangladesh,0.4263007400304485,0.049010324781700754,0.39034716089397986,0.14354951639091149,0.4403402132422981,0.02003406762986132,0.4428251528056326,0.014510269136850162,0.44087000182614,0.0166184606131895,0.43891485084664783,0.018781270182511245,85.69253130432446,194146210562.8615,87.31673026509317,10.03850312073753,80.7520909596381,29.696446563779073,98.83729208012905,4.4967798405368455,90.70133075388601,2.9720550243608708,91.20387710085002,3.4379024045468296,98.51736000219866,4.215581113967565,Emerging Developing Asia,204824252143.81888,206872494665.25708,224456656711.80396,-7.52,0.55,22.4,8.02
14,Barbados,0.26307582879115515,0.024690384572966878,0.275464601029372,0.05763759262718915,0.234066497833681,0.028589056262014773,0.256153052686102,0.021261852655127395,0.2474503554582128,0.024350979129324435,0.23874765823032718,0.027520137326873417,1.2827120828891168,4591427326.589404,1.2091014428261417,0.11347747053875389,1.2002063678076895,0.2511284768995847,1.0626667831240286,0.129794911837808,1.177284234018156,0.09771987354596405,1.0781475776829703,0.10609784380335326,1.0839193489804473,0.12494199757310123,Latin America,4596018753.915992,4357025778.712361,4540020861.418281,-0.74,-8.42,-11.46,0.54
15,Belarus,0.9718276185068433,0.07528329802891409,0.9398690567365194,0.09223283740784882,0.9582310963758901,0.10809001507095772,0.9639424238385068,0.06570785766985465,0.9527646658743123,0.0752545272844154,0.9415869079101213,0.08504852779587602,65.45607521865388,63974173257.52732,63.4774776801059,4.917326673281311,58.19773909122872,5.711160047915575,61.826795998442655,6.974162429643357,62.9624354452169,4.2918815942422235,58.99624957590162,4.659844169718142,60.75288298442683,5.487484175676152,Emerging Developing Europe,65317630895.935394,61921114089.34674,64521800881.09931,-8.32,-6.3,6.24,2.98
16,Belgium,0.1704380656471856,0.012443807914711336,0.152518225628514,0.04785569109758392,0.16324745583368563,0.017984755396529495,0.17180605379797598,0.010887923228805219,0.1660536117931315,0.012469825447849497,0.16030116978828524,0.014092710890405674,99.66521218440047,538738791661.3121,92.92345671033442,6.7844095841127015,76.91698231667942,24.134265467203093,86.19728690184809,9.496240617394825,93.66928885309859,5.936135563235507,83.74305870186569,6.288699855455196,84.64160039970116,7.441178410049291,EU,545203657161.24774,504313382874.1542,528016111869.23944,-17.23,-10.6,12.07,1.07
17,Belize,0.34577416600469857,0.062013311631934076,0.38080061472065363,0.13985993797752178,0.2978207903009968,0.07720309043050697,0.33018056210454816,0.051119368046642355,0.3227467512182365,0.05854648156033382,0.3153129403319248,0.06616601344825751,0.5744981428643454,1627668317.16407,0.5633684605545771,0.1010380396883069,0.5881741933658234,0.2160238272316562,0.4793260755817817,0.12425410033141146,0.5379618643208776,0.08328858113873204,0.4985057868104601,0.09042929090704721,0.5074787227470068,0.10649053590580884,Latin America,1629295985.4812338,1544572594.2362099,1609444643.1941302,4.4,-7.33,-18.51,1.8
18,Benin,0.7370153396857541,0.07889745478252996,0.8198964835795532,0.15257442145194244,0.7401169451055495,0.08880905441696962,0.6831013287204284,0.06677794574566143,0.6865135979596877,0.076480088049236,0.689925867198947,0.08643358916742472,7.149236137315796,10304371091.900528,7.829908426922031,0.8381913005064853,8.571054923362885,1.5949864066443806,8.054272729424547,0.966458543946146,7.257136401625296,0.7094359804633564,7.176693487034599,0.7995095092391961,7.50807170981957,0.9406077036085063,Sub-Saharan Africa,10623806595.749443,10453825690.217453,10882432543.516363,9.47,-1.11,-6.03,4.62
19,Bhutan,0.5832962683056336,0.07569074343397397,0.6316458356638759,0.08752939425506923,0.6177965489711985,0.1230081160318518,0.5926560204773494,0.06828843676088459,0.62005571226981,0.0782100377286421,0.6474554040622706,0.08838868314909532,1.2139658144307357,2359745114.4093146,1.4521341979537108,0.18843445943566706,1.588226968849343,0.22008622027379907,1.6854432929933363,0.33558491787447003,1.4754355920332598,0.1700061867930899,1.5590844565308692,0.19665338413068226,1.766357177142338,0.24113782027147734,Emerging Developing Asia,2489531095.7018266,2514426406.658845,2728152651.224847,9.37,5.67,6.12,13.29
20,Bosnia and Herzegovina,1.026913592838966,0.2062036014022024,0.940242461439584,0.6602742237449915,0.986799546818411,0.208358250010925,1.0449642322052313,0.1366092854530947,1.0209065919604683,0.1564571965060989,0.9968489517157053,0.1768193184661888,21.672299983043395,20050758075.29169,21.022794330541796,4.221363835014796,18.2475573175761,12.814132776622081,19.955450509056636,4.213502893928456,21.392323842642902,2.7966412478610936,19.813029422397495,3.0364100517446744,20.158673547332242,3.575710153164941,Emerging Developing Europe,20471823994.872818,19407289147.139427,20222395291.31928,-13.2,-7.38,9.36,1.74
21,Botswana,0.39312048269141514,0.05214492865498216,0.3951903857454728,0.06711954180125324,0.4065034516265317,0.06684237486248612,0.3946789967143065,0.047572092319136505,0.4011145216344971,0.05448382349349007,0.40755004655468596,0.06157462074421527,6.666130280144796,18102917020.81056,7.337242929141335,0.9732385513086428,7.257861808995751,1.2326827186285878,7.771722613999677,1.2779237032641264,7.3663312023245044,0.8878906425922171,7.366661418427402,1.0006216649110296,7.791731904051923,1.1772123227281304,Sub-Saharan Africa,18664107448.45568,18365481729.28039,19118466480.180885,-1.08,0.0,7.08,5.77
22,Brazil,0.21164755344578967,0.018790370443013682,0.21709370471588516,0.021164713716667255,0.21572962176795177,0.027453311045997048,0.2129839457015006,0.015533216972208247,0.21569741217339722,0.017790032149939766,0.21841087864529385,0.020105315897818915,457.19040159829615,2309659391689.847,494.21093089923363,43.876748478275275,480.0608648912408,46.80168310405796,490.87874779002925,62.46822684111897,497.3314945437861,36.27108130811009,476.9732331864652,39.33922557321467,496.9797737301239,45.74834096014936,Brazil,2335065644998.435,2211307165813.5176,2275435073622.11,-2.86,-4.09,2.25,4.19
23,Brunei Darussalam,0.6122887290397556,0.15491998872015955,0.5717409245438353,0.10757714333480717,0.6273864921929092,0.2245763897628461,0.5601405762616576,0.08348803934406379,0.5542924205456643,0.09561798478202171,0.5484442648296728,0.10806218748516028,7.929506134577827,13485221855.518888,8.710976065025207,2.204032590721856,8.215447199357298,1.5457951372467125,9.781305677356913,3.5012712953217644,7.969069037930815,1.1877767431430242,7.964726536988904,1.3739518574997887,8.550552280049466,1.684749833012346,Emerging Developing Asia,14226909057.572426,14369178148.14815,15590558290.740744,-5.69,-0.05,19.06,7.36
24,Bulgaria,0.648146965792944,0.10967329453867691,0.3942890837786724,0.3146583720499489,0.6574449280778203,0.0919003685377271,0.7406125933290397,0.08284530882771202,0.7168418401215888,0.09488187219411692,0.6930710869141379,0.10723027352422088,44.511179956831526,60767158521.72734,39.85868200870501,6.744508888529856,22.42879429561958,17.899069972894296,39.15590222805216,5.473373801370727,45.5449819363575,5.0946853024868135,40.77692950689346,5.397273425453699,41.27771400662107,6.386387553825182,EU,61496364423.98807,56884137092.188965,59557691535.52184,-43.73,-10.47,74.58,1.23
25,Burkina Faso,0.3057038407398118,0.03170068418074856,0.32268042263662383,0.06662994863477617,0.32017591329864076,0.03183324276869115,0.2994925854136099,0.01754900856236219,0.3073368407347292,0.020098697332477766,0.31518109605584854,0.022714442312326055,3.898918653420438,14063805708.764364,4.432639562625978,0.45965306331068917,4.603935586607287,0.9506619247208238,4.755498053464962,0.4728117192275719,4.342577703979174,0.25445682805338166,4.385016625962111,0.2867639354670318,4.681311199648271,0.3373723060205831,Sub-Saharan Africa,14499783685.73606,14267787146.764282,14852766419.781616,3.86,0.98,3.29,6.76
26,Burundi,0.24097016810019328,0.05399281868938238,0.2399970485863213,0.04698114347381138,0.26626867965849826,0.07601284107290823,0.2303597153295307,0.0387607157928157,0.24009427199729316,0.04439224542752543,0.24982882866505562,0.05016967424296345,0.5216398134435365,2355816907.694199,0.5852797257444193,0.1311403082125523,0.5735895084331984,0.11228425995030734,0.6624698419298477,0.18911805502168824,0.5595085569039038,0.09414385725723518,0.5738218709928051,0.10609683070274008,0.6215679021938476,0.12482089973193432,Sub-Saharan Africa,2428847231.8327184,2389985676.123396,2487975088.8444543,-2.0,2.56,15.5,8.32
27,Cambodia,0.5995319329052651,0.08888379257815904,0.6682301238558224,0.16651945913259236,0.6106637579511697,0.08845582019833231,0.5650329138220371,0.06832172306296536,0.5817377723717811,0.07824816018505143,0.5984426309215252,0.08843176705276279,10.396203509254825,19581671869.716694,12.38552865277414,1.836220390145551,13.942788899687516,3.474470221394596,13.824692698812692,2.0025333348195153,11.672825015325957,1.4114355085352384,12.138104323031472,1.632667460356067,13.548021087933343,2.00198880054577,Emerging Developing Asia,20658663822.55111,20865250460.776623,22638796749.94263,12.57,3.99,-0.85,11.62
28,Canada,0.29499697916445705,0.004615799834468637,0.2843631722647207,0.012259211907538647,0.2853288750774404,0.005891361188377298,0.29568951697295276,0.004439967204472317,0.2901419352759831,0.005085048348561327,0.28459435357901164,0.005746841969814953,568.4122177458728,1904517921827.9592,570.8162662430786,8.931527484449102,516.1250768634324,22.250724795590834,539.6287171681963,11.142046803344726,572.1563201215873,8.591293067057846,526.6136520175554,9.229468601202175,538.2395521430232,10.868724587015299,Canada,1934990208577.2065,1815020815645.42,1891251689902.5273,-9.58,-7.96,4.55,2.21
29,Cape Verde,0.26325714004188183,0.02788690204569716,0.19576576950624403,0.059862763872325475,0.25628880620571615,0.03448293796360408,0.2823389120839632,0.039528357693459,0.2783732970033288,0.04527141772747345,0.2744076819226944,0.05116326642251212,0.6282287739616795,2044320991.4505515,0.554865742560499,0.058777082394938895,0.40601268988550465,0.12415368552472325,0.5533287289179167,0.0744488240248819,0.595084296981531,0.08331371958340356,0.5773383742912885,0.09389164475904739,0.5924474661672132,0.11046173102907038,Sub-Saharan Africa,2107694942.185518,2073971823.1105502,2159004667.858083,-26.83,-2.98,36.28,2.62
30,Central African Republic,0.19895790170244596,0.03011603747722255,0.21147138133996335,0.03433324287012762,0.21317307613341563,0.03900680120829289,0.2020463425504797,0.03551091275012411,0.2097165930598912,0.04067027973859122,0.2173868435693027,0.045963313326626426,0.30369512308540053,1768534844.1716897,0.3627717651162675,0.054912360757900854,0.37941892276632005,0.06160021248414908,0.39815343443209444,0.07285484709885132,0.3684031028430496,0.0647491574298902,0.37627050677409846,0.07297003324631449,0.40602368712501213,0.0858478537290578,Sub-Saharan Africa,1823359424.341012,1794185673.5515559,1867747286.1671696,4.59,2.14,4.94,7.91
31,Chad,0.07166437127249727,0.015059060082743672,0.07022285405348763,0.015201197618836183,0.06810222901163931,0.020607673334158055,0.07202417116308091,0.011945530194014217,0.07034650787956531,0.013681091726171421,0.06866884459604972,0.015461617419414826,1.0142553670625507,12588712364.200113,0.9301291835687459,0.19545097530843053,0.8968370691443561,0.19413904068292598,0.9054138438007198,0.2739774159533123,0.934799012837242,0.15504058780347224,0.8984162891356645,0.17472531374257497,0.9129469539747015,0.2055610023674255,Sub-Saharan Africa,12978962447.490316,12771299048.330473,13294922309.31202,-3.58,-3.89,0.96,1.62
32,Chile,0.29428097655164454,0.012029067551044215,0.2793648907967837,0.02079049306696462,0.29831206552297446,0.014465034419574363,0.2999800212452177,0.01348842274400186,0.29706120957135074,0.015448150547116624,0.29414239789748375,0.017458650111986884,85.87660507241479,283375081129.7794,83.47528750087825,3.412146731185944,75.12351453351177,5.590734410542377,83.58774524747506,4.05313680470702,85.09186972053419,3.826105172283683,79.88220005358265,4.1541346116623545,82.41939453180707,4.891954991385259,Latin America,283658456210.9092,268908216487.94183,280202361580.4355,-10.01,-6.12,11.27,3.18
33,China,0.8667140532720298,0.07214273187320464,0.812036876726206,0.2272471564774412,0.7397532840591305,0.25322850561966415,0.8673787704713476,0.06136602131282565,0.8065933438302153,0.07028186717673679,0.7458079171890972,0.07942870083463371,10064.685698137107,10797222227694.46,9928.9485997476,826.4565157449927,9414.20581359202,2634.5496897347266,9365.209062271952,3205.849770131333,9936.5635021257,703.0001060739978,9351.097178375205,814.8003884168736,9441.860165118509,1005.5601034703078,China,11455852783583.822,11593323016986.826,12659908734549.617,-5.18,-5.89,-0.52,0.97
34,Colombia,0.25743155946141505,0.01894315520910625,0.2662530436224137,0.037770013942011016,0.24725336600517955,0.023684610453543753,0.2533638762818673,0.01578132946235039,0.2525876620557814,0.018074192809330536,0.25181144782969556,0.020426458646490342,97.26943070774882,381885052602.2013,98.40757389101557,7.241341931304684,96.48718937421671,13.687439731422609,93.3651945142538,8.943531478326237,96.8526330986199,6.03268048569421,91.53500463615056,6.54988968634338,95.08636904479147,7.713222738197146,Latin America,382266937654.80347,362389056896.7536,377609397286.4174,-1.95,-5.49,-3.24,3.88
